Country Name,Country Code,Indicator Name,Indicator Code,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.715,68.262,69.159,70.188,70.711,71.09,71.474,71.803,72.686,73.389,73.993,73.569,73.92,73.283,71.631
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.15,76.275,76.67,76.691,76.614,76.691,76.953,77.194,77.285,77.351,77.618,77.527,77.503,78.381,75.434
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.9878048780488,78.0390243902439,78.390243902439,78.5414634146342,78.6414634146341,78.7414634146342,78.7414634146342,78.8414634146341,78.690243902439,78.5390243902439,78.5390243902439,78.6390243902439,78.7878048780488,76.9804878048781,76.3292682926829
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.483,69.035,69.517,69.836,70.143,70.411,70.692,70.973,71.33,71.58,71.737,71.999,72.093,71.461,71.681
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.446,70.611,70.712,70.66,70.609,70.539,70.091,70.355,70.463,70.7,71.013,71.017,70.994,69.605,69.132
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.8634146341463,77.1634146341463,77.5146341463415,77.8658536585366,78.3170731707317,78.5170731707317,78.7170731707317,78.8682926829268,79.0170731707317,79.1682926829268,79.3682926829268,79.5195121951219,79.6682926829268,79.819512195122,80.0682926829268
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.385,73.455,73.525,73.611,73.713,73.762,73.821,73.886,73.955,73.984,74.026,74.1,74.211,75.383,74.145
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.144,69.302,69.422,69.57,69.729,69.898,69.986,70.043,70.163,70.397,70.5,70.626,70.783,70.385,69.952
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.605,71.531,69.486,71.451,71.393,71.159,71.229,71.142,71.06,71.003,70.991,71.052,70.269,70.727,71.096
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.422,74.711,74.79,74.609,75.323,75.75,76.336,76.179,76.024,76.748,77.105,77.117,77.249,74.212,74.981
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.23,66.609,66.905,67.223,67.412,67.569,67.961,68.003,66.761,67.105,67.12,65.915,66.567,66.435,66.019
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.948,55.982,57.413,58.886,60.602,61.737,62.388,63.184,64.053,64.749,65.422,65.726,66.071,65.15,62.01
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.73,54.835,55.886,56.896,57.843,58.704,59.445,60.109,60.728,61.129,61.564,62.138,62.914,63.361,62.363
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.576,48.456,49.75,51.925,53.911,55.386,56.842,58.106,58.989,59.76,60.263,60.906,61.06,61.53,60.135
Aruba,ABW,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,9.97,9.97,9.97,9.97,9.97,9.52,9.69,9.855,10.02,10.16,10.3,10.15,12.12,10.89,9.66
Afghanistan,AFG,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,7.8,5.0,5.1175,5.234999999999999,5.3525,5.47,5.47,5.502,5.534,5.566,5.598,5.63,5.63,5.63,5.63
Angola,AGO,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,9.17,9.17,9.15,9.23,8.36,7.61,7.52,10.3,9.38,9.38,8.530000000000001,7.68,6.52,9.23,11.33
Albania,ALB,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.72,2.08,4.9,4.87,1.24,1.1,1.17,1.14,1.11,1.06,0.85,1.02,1.02,1.1,1.13
Andorra,AND,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.74,5.119999999999999,5.06,5.3025,5.58,5.195,4.845000000000001,4.23,4.4399999999999995,4.57,4.68,4.395,4.645,4.0600000000000005,4.1
United Arab Emirates,ARE,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,3.69,3.62,3.62,3.745,3.87,3.53,3.61,3.21,2.99,2.82,4.75,4.4,3.94,3.28,2.63
Argentina,ARG,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.83,5.39,5.93,5.99,5.68,6.02,6.27,6.63,7.35,7.53,7.93,7.42,7.26,6.88,6.51
Armenia,ARM,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.42,2.27,2.69,2.8,3.08,2.41,2.23,2.39,2.93,2.13,2.22,3.1550000000000002,4.09,3.11,3.61
Antigua and Barbuda,ATG,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,13.57,12.83,14.8,11.56,11.56,12.0,14.51,9.95,12.03,11.88,12.72,14.89,13.07,13.07,13.07
Australia,AUS,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,3.45,3.15,3.67,2.8,1.77,1.81,1.84,1.91,1.9,1.18,0.89,0.86,0.77,0.71,0.81
Austria,AUT,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Azerbaijan,AZE,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.04,3.86,4.4,4.23,4.06,4.76,4.74,5.23,5.19,6.8875,8.585,10.2825,11.98,5.93,6.01
Burundi,BDI,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,12.28,10.72,13.84,8.0,6.83,6.99,5.39,5.99,6.13,5.91,6.9,7.89,8.52,11.31,8.53
Belgium,BEL,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Benin,BEN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,11.03,11.03,11.03,11.03,11.15,11.15,11.15,10.64,11.81,11.2,17.84,15.25,9.86,9.86,10.89
Burkina Faso,BFA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.77,8.77,8.77,8.7,8.48,8.42,8.42,7.92,6.86,6.93,9.08,7.79,5.84,7.15,7.3
Bangladesh,BGD,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,9.23,7.71,10.71,9.94,9.63,12.84,12.09,11.955,11.82,10.72,10.026666666666667,9.333333333333334,8.64,10.99,10.95
Bulgaria,BGR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.615,1.39
Bahrain,BHR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.48,4.23,4.61,5.15,3.15,3.15,3.76,2.93,3.3,3.13,7.83,4.28,3.5,2.02,2.09
"Bahamas, The",BHS,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,20.22,20.22,20.22,20.22,19.46,19.62,19.78,19.71,18.66,18.56,17.805,17.05,17.05,17.05,17.05
Bosnia and Herzegovina,BIH,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,6.36,5.96,3.65,3.04,2.56,2.42,2.39,2.58,1.22,1.23,2.53,2.76,17.89,2.86,2.8
Belarus,BLR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.75,2.75,2.79,2.63,2.34,2.47,2.96,2.39,1.97,1.82,1.51,1.65,2.82,1.76,2.27
Belize,BLZ,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,9.27,8.96,11.68,11.73,8.47,8.16,10.05,10.05,10.04,10.52,10.39,11.08,11.17,18.69,17.79
Bermuda,BMU,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,18.75,18.98,18.68,18.61,17.06,17.44,17.23,15.27,18.67,18.73,20.85,27.59,103.17,24.07,23.84
Bolivia,BOL,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.33,4.04,3.79,5.57,4.05,3.86,4.23,4.49,4.75,4.75,6.1,4.73,4.73,5.18,5.12
Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,6.77,6.74,7.59,7.76,7.84,7.76,10.08,7.79,8.27,8.01,8.59,7.95,7.97,8.41,7.76
Barbados,BRB,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,14.79,15.116666666666665,15.443333333333333,15.77,13.15,8.42,14.21,13.86857142857143,13.527142857142858,13.185714285714287,12.844285714285714,12.502857142857144,12.161428571428573,11.82,12.24
Brunei Darussalam,BRN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.24,1.52,1.42,2.51,0.95,0.7866666666666666,0.6233333333333333,0.46,0.48,0.5,0.03,0.03,0.02,0.02,0.02
Bhutan,BTN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,9.97,9.07625,8.182500000000001,7.28875,6.3950000000000005,5.501250000000001,4.6075,3.71375,2.82,3.1475,3.4749999999999996,3.8024999999999998,4.13,6.6,3.33
Botswana,BWA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,0.83,0.84,0.82,0.83,1.1,3.91,0.5,0.61,0.56,0.59,1.12,0.33,0.96,0.8,0.95
Central African Republic,CAF,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,15.23,15.23,15.23,15.23,15.51,17.44,16.61,16.525,16.44,16.44,16.44,16.44,16.44,16.44,16.44
Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.54,1.54,1.7,1.46,1.38,1.4,1.45,1.43,1.65,1.56,1.52,1.47,1.51,1.49,2.35
Switzerland,CHE,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.89,1.79,1.77,1.49,1.91,1.36,1.97,1.87,1.3,1.31,1.68,1.7,6.12,1.36,1.4
Chile,CHL,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.95,2.27,1.92,2.08,1.98,1.78,5.89,3.2649999999999997,0.64,5.89,0.49,0.49,0.43,0.43,0.43
China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.07,4.47,3.94,4.65,5.99,5.573333333333333,5.156666666666667,4.74,4.52,3.54,3.83,3.39,2.53,2.47,2.31
Cote d'Ivoire,CIV,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,6.56,6.56,7.48,7.14,6.95,6.59,6.59,6.33,8.0,8.16,10.28,10.17,7.69,7.63,7.63
Cameroon,CMR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,13.01,13.0,11.58,13.0,12.65,11.7,12.99,12.7,13.251999999999999,13.804,14.356,14.908000000000001,15.46,15.46,15.46
"Congo, Dem. Rep.",COD,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,11.57,11.07,12.04,11.03,10.82,10.61,10.399999999999999,10.19,10.318,10.446,10.574,10.702,10.83,8.4,8.4
"Congo, Rep.",COG,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,15.43,15.4,15.4,15.4,15.4,15.625,15.85,15.78,11.55,11.55,11.55,11.55,11.55,11.55,11.55
Colombia,COL,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.82,8.72,8.23,9.02,5.51,4.43,4.51,4.21,6.54,6.98,4.4,3.28,2.92,2.4,2.58
Comoros,COM,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.58,4.58,5.32,6.06,6.06,6.19,6.48,7.41,5.04,7.734999999999999,10.43,7.04,4.24,4.58,4.34
Cabo Verde,CPV,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,12.23,12.23,11.93,11.05,10.3,10.6,10.89,10.89,10.89,11.055,11.22,11.385000000000002,11.55,12.18,9.96
Costa Rica,CRI,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,3.76,3.31,2.18,2.07,2.13,1.76,1.8,1.73,1.755,1.78,1.79,1.8,1.62,1.51,1.43
Cuba,CUB,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,9.23,9.13,9.15,8.88,8.07,8.18,7.74,7.7,7.66,8.02,7.15,7.845,8.54,8.83,8.91
Curacao,CUW,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.74,5.119999999999999,5.06,5.3025,5.58,5.195,4.845000000000001,4.23,4.4399999999999995,4.57,4.68,4.395,4.645,4.0600000000000005,4.1
Cayman Islands,CYM,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,17.454,18.188,18.922,19.656,20.39
Cyprus,CYP,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Czechia,CZE,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Germany,DEU,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Djibouti,DJI,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,17.27,17.27,17.27,17.485,17.7,17.7,17.63,17.56,17.56,17.56,17.56,17.56,17.56,17.56,17.56
Dominica,DMA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,7.85,8.936666666666666,10.023333333333333,11.11,8.18,8.15,8.7,11.21,13.72,8.41,8.3,8.146666666666667,7.993333333333333,7.84,7.84
Denmark,DNK,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Dominican Republic,DOM,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.46,5.71,5.02,4.33,6.29,6.2,6.37,6.205,6.04,4.6,4.2,4.2,4.05,3.9,3.8
Algeria,DZA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,9.63,9.2,9.36,9.158,8.956,8.754,8.552,8.35,8.27,8.85,9.38,9.98,9.99,10.16,10.29
Ecuador,ECU,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.9,5.14,4.5,6.11,4.2,4.34,4.715,5.09,6.38,6.81,7.03,7.35,8.11,6.21,4.63
"Egypt, Arab Rep.",EGY,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.92,8.02,8.26,9.71,7.71,7.47,8.55,7.43,7.08,6.63,7.41,8.19,10.43,10.43,10.43
Spain,ESP,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Estonia,EST,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Ethiopia,ETH,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,10.05,10.05,10.36,10.24,10.48,9.96,10.686666666666667,11.413333333333334,12.14,12.136666666666667,12.133333333333335,12.13,12.306666666666667,12.483333333333334,12.66
Finland,FIN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Fiji,FJI,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,9.07,9.97,12.15,11.28,19.88,11.75,12.02,11.57,11.12,13.585,16.05,16.34,23.97,16.62,8.35
France,FRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
"Micronesia, Fed. Sts.",FSM,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.74,5.119999999999999,5.06,5.3025,5.58,5.195,4.845000000000001,4.23,4.4399999999999995,4.57,4.68,4.395,4.645,4.0600000000000005,4.1
Gabon,GAB,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,14.25,14.45,14.75,14.99,15.11,15.17,14.36,14.45,14.54,16.93,16.12,15.31,14.5,14.5,14.5
United Kingdom,GBR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.28,0.72
Georgia,GEO,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,0.55,0.57,0.5,0.48,0.81,0.7,0.66,0.48,0.3,0.67,0.555,0.44,0.32499999999999996,0.21,0.34
Ghana,GHA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.96,8.58,9.92,10.06,10.026666666666667,9.993333333333334,9.96,10.236666666666666,10.513333333333334,10.79,10.61,10.34,10.02,10.51,10.51
Guinea,GIN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,11.91,11.91,11.75,11.91,11.91,11.91,11.978,12.046,12.114,12.182,12.25,11.29,10.9,12.23,12.26
"Gambia, The",GMB,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,14.72,14.77,13.46,12.02,12.5,12.5,12.66,13.744,14.828,15.911999999999999,16.996,18.08,17.95,17.82,17.69
Guinea-Bissau,GNB,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,13.36,12.42,9.84,11.69,11.21,9.66,12.79,9.9,11.766666666666667,13.633333333333333,15.5,14.39,11.28,11.65,11.82
Equatorial Guinea,GNQ,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63
Greece,GRC,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Grenada,GRD,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,9.5,9.36,8.59,7.82,11.24,12.05,11.19,11.555,11.92,12.41,11.87,11.33,10.79,10.79,10.79
Greenland,GRL,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.74,5.119999999999999,5.06,5.3025,5.58,5.195,4.845000000000001,4.23,4.4399999999999995,4.57,4.68,4.395,4.645,4.0600000000000005,4.1
Guatemala,GTM,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.53,2.74,2.84,2.35,2.21,2.46,1.75,1.48,1.39,1.43,1.47,1.51,1.55,1.59,1.72
Guyana,GUY,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,11.08,6.31,11.58,6.6,6.84,7.13,8.01,7.37,6.73,6.58,6.61,3.74,9.55,6.51,4.73
"Hong Kong SAR, China",HKG,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,HND,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.47,3.5,6.71,6.65,6.35,6.31,5.77,4.279999999999999,2.79,2.9966666666666666,3.2033333333333336,3.41,3.3600000000000003,3.31,2.85
Croatia,HRV,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.13,1.12,1.31,1.34,1.34,1.44,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Haiti,HTI,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.75,4.81,3.5,6.97,6.58,4.44,6.52,7.18,6.55,6.52,6.58,6.64,6.699999999999999,6.76,6.76
Hungary,HUN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Indonesia,IDN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.9,4.38,1.71,2.56,2.62,2.54,2.37,2.46,2.5500000000000003,2.64,2.06,2.0,2.0,2.04,1.83
India,IND,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,11.99,5.98,6.84,6.1,7.33,6.32,6.34,6.83,7.32,6.35,5.78,4.88,6.59,6.19,5.87
Ireland,IRL,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
"Iran, Islamic Rep.",IRN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,17.55,14.28,14.596666666666666,14.913333333333334,15.23,15.255,15.280000000000001,15.305,15.33,15.355,15.379999999999999,15.405,15.43,12.09,12.09
Iraq,IRQ,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.74,5.119999999999999,5.06,5.3025,5.58,5.195,4.845000000000001,4.23,4.4399999999999995,4.57,4.68,4.395,4.645,4.0600000000000005,4.1
Iceland,ISL,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.9,1.85,1.65,1.5,1.58,1.47,1.66,1.6,1.42,1.47,1.57,1.55,1.53,1.52,1.51
Israel,ISR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.37,1.54,3.49,3.215,2.94,1.35,1.42,1.46,2.83,2.81,1.85,2.1075,2.365,2.6225,2.88
Italy,ITA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39
Jamaica,JAM,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.92,8.43,7.94,7.45,7.34,10.38,9.59,10.055,10.52,10.84,10.2325,9.625,9.0175,8.41,8.61
Jordan,JOR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.62,5.09,5.13,8.46,8.06,8.1,8.08,4.0,3.98,4.32,4.41,4.266666666666667,4.123333333333333,3.98,3.98
Japan,JPN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.74,2.49,2.91,2.2,2.37,2.27,1.18,2.29,2.3,2.55,2.51,2.45,3.53,2.22,1.84
Kazakhstan,KAZ,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,2.22,2.22,3.3100000000000005,4.4,3.2,3.68,3.75,3.46,4.85,2.55,2.39,2.37,2.32,1.96,2.17
Kenya,KEN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,6.79,7.35,9.52,7.32,6.6,12.38,9.64,10.55,11.47,12.25,11.16,10.07,11.48,9.32,9.3
Kyrgyz Republic,KGZ,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.06,2.32,2.38,2.29,2.38,2.46,2.46,2.34,3.2,3.16,2.93,2.92,3.09,2.33,3.01
Cambodia,KHM,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,10.53,9.91,9.705,9.5,8.94,9.08,6.965,4.85,7.31,9.77,8.879999999999999,7.99,7.1,6.21,5.37
Kiribati,KIR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,5.74,5.119999999999999,5.06,5.3025,5.58,5.195,4.845000000000001,4.23,4.4399999999999995,4.57,4.68,4.395,4.645,4.0600000000000005,4.1
St. Kitts and Nevis,KNA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,12.32,13.6,15.11,13.02,12.46,12.31,12.31,12.29,12.29,12.3,21.08,21.06,21.09,8.84,8.84
"Korea, Rep.",KOR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,7.13,8.26,7.8,7.19,7.32,7.59,7.85,6.1,5.72,8.67,5.05,4.83,5.155,5.48,4.85
Kuwait,KWT,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,3.53,3.98,2.87,3.94,3.94,4.15,3.93,3.14,2.96,2.96,4.34,4.77,4.51,3.01,2.85
Lao PDR,LAO,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.09,13.15,11.521666666666667,9.893333333333334,8.265,6.636666666666668,5.008333333333335,3.38,2.35,1.65,1.48,0.73,0.76,0.97,1.12
Lebanon,LBN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.79,4.571428571428571,4.352857142857143,4.134285714285714,3.9157142857142855,3.697142857142857,3.4785714285714286,3.26,3.39,2.98,3.76,1.05,3.33,2.83,2.83
Liberia,LBR,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,13.11,13.11,13.11,13.11,13.11,13.11,12.2,12.18,11.52,10.86,10.2,9.54,8.07,6.6,6.64
